0	1	2
He was accompanied by his wife.	彼は妻を同伴していた。	CC-BY 2.0 (France) Attribution: tatoeba.org #296810 (CK) & #106876 (mookeee)
He asked for a beer.	彼はビールを一杯頼んだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #292486 (CK) & #111198 (bunbuku)
You should call on your parents at least once a month.	少なくとも月に一度はご両親のもとを訪ねるべきです。	CC-BY 2.0 (France) Attribution: tatoeba.org #267813 (CM) & #1592955 (bunbuku)
Tom is the one who made that decision.	トムが、それを決断した人です。	CC-BY 2.0 (France) Attribution: tatoeba.org #6345387 (CK) & #8505201 (small_snow)
Tom is not cut out to be a teacher.	トムは教師には向いていない。	CC-BY 2.0 (France) Attribution: tatoeba.org #2698628 (WestofEden) & #2697608 (tommy_san)
The price is low, but the quality isn't very good.	それは値段は安いが、その反面品質がよくない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1327632 (CK) & #204988 (mookeee)
Would you like to exchange links?	よろしければ相互リンクをお願いできないでしょうか？	CC-BY 2.0 (France) Attribution: tatoeba.org #29640 (CK) & #192476 (tommy_san)
Tom started crying.	トムは泣き出した。	CC-BY 2.0 (France) Attribution: tatoeba.org #1141175 (CK) & #2310096 (tommy_san)
Tom doesn't ever want to see Mary again.	トムは二度とメアリーに会うつもりはない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1029198 (CK) & #1097530 (bunbuku)
Could I get some tea?	お茶をいただけますか？	CC-BY 2.0 (France) Attribution: tatoeba.org #2347264 (CK) & #4055190 (tommy_san)
My uncle's car is faster than mine.	叔父の車は私の車よりも速い。	CC-BY 2.0 (France) Attribution: tatoeba.org #742031 (CK) & #829650 (arihato)
You shouldn't have paid the bill.	君が支払うべきではなかったんだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #17901 (CK) & #1120538 (bunbuku)
Have you ever seen such a nice film?	こんなすばらしい映画を見たことがありますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #581887 (qdii) & #217467 (bunbuku)
Tom was gunned down in the street in front of the church.	トムは教会の前の通りで射殺された。	CC-BY 2.0 (France) Attribution: tatoeba.org #1867764 (CK) & #2045898 (bunbuku)
When was the potato introduced in Japan?	ジャガイモはいつ日本に伝えられたのですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #639921 (CK) & #215886 (mookeee)
Are you sure Tom went to Australia?	本当にトムはオーストラリアに行ったの？	CC-BY 2.0 (France) Attribution: tatoeba.org #7194546 (CK) & #8747238 (bunbuku)
I fell asleep while studying at my desk.	机にむかって勉強しているうちに寝てしまった。	CC-BY 2.0 (France) Attribution: tatoeba.org #20592 (CK) & #183469 (bunbuku)
She lived at 56 Russell Square.	彼女はラッセルスクエア５６番地に住んでいた。	CC-BY 2.0 (France) Attribution: tatoeba.org #327964 (CK) & #75754 (mookeee)
Regardless of what he does, he does it well.	何をやるにしても、彼は上手にこなす。	CC-BY 2.0 (France) Attribution: tatoeba.org #839301 (Scott) & #913471 (thyc244)
Do you know whose handwriting this is?	これ誰の字か分かる？	CC-BY 2.0 (France) Attribution: tatoeba.org #2871677 (CK) & #2871658 (tommy_san)
Why don't we go and see a movie?	映画を見に行きませんか?	CC-BY 2.0 (France) Attribution: tatoeba.org #1299251 (CK) & #1299272 (e4zh1nmcz)
Crows are black.	カラスは黒い。	CC-BY 2.0 (France) Attribution: tatoeba.org #2549571 (CK) & #2684263 (cogas)
It's been a while since we last met.	久しぶりだね。	CC-BY 2.0 (France) Attribution: tatoeba.org #417010 (CK) & #417004 (bunbuku)
Have a good time.	素敵な時間をお過ごしください。	CC-BY 2.0 (France) Attribution: tatoeba.org #21269 (CK) & #8567697 (small_snow)
A musician can appreciate small differences in sounds.	音楽家は音の小さな違いが分かる。	CC-BY 2.0 (France) Attribution: tatoeba.org #25393 (CM) & #188252 (mookeee)
They walked side by side.	彼らは並んで歩いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #295999 (CK) & #96191 (bunbuku)
He can read well.	彼は十分字が読める。	CC-BY 2.0 (France) Attribution: tatoeba.org #388978 (CK) & #104351 (bunbuku)
She fainted when she heard the terrible news.	彼女はその恐ろしいニュースを聞いて気を失った。	CC-BY 2.0 (France) Attribution: tatoeba.org #311178 (CK) & #92532 (mookeee)
You will never realize what I went through.	私がどんな目にあったか君にはわかりっこない。	CC-BY 2.0 (France) Attribution: tatoeba.org #246557 (CM) & #167939 (bunbuku)
I bought a book about animals.	動物についての本を買ったよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #259709 (CK) & #154829 (kmt)
Kissing a smoker is like licking an ashtray.	煙草を吸う人とキスをするのは灰皿を舐めるようなものだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #3667098 (_undertoad) & #2874638 (tommy_san)
Are Tom and Mary in Australia?	トムとメアリーってオーストラリアにいるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #7195130 (CK) & #8738138 (bunbuku)
I am happy.	私は幸福です。	CC-BY 2.0 (France) Attribution: tatoeba.org #436371 (lukaszpp) & #157150 (bunbuku)
Tom grew up in Boston, but he now lives in Chicago.	トムはボストンで育ちましたが、現在はシカゴに住んでいます。	CC-BY 2.0 (France) Attribution: tatoeba.org #8508762 (CK) & #8764290 (small_snow)
I'm very grateful to you.	とても感謝してるわ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1662028 (fanty) & #8603388 (small_snow)
A few students were left behind.	２、３人の生徒が取り残された。	CC-BY 2.0 (France) Attribution: tatoeba.org #73012 (CK) & #235632 (e4zh1nmcz)
I wish that I could live in a house that nice.	あんな素敵な家に住めたらなあ。	CC-BY 2.0 (France) Attribution: tatoeba.org #8296994 (CK) & #2056702 (bunbuku)
It's about to rain.	今にも雨が降りそうだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #456201 (lukaszpp) & #172762 (bunbuku)
Go home quickly.	早く家に帰りなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #274014 (CK) & #2186085 (tommy_san)
When she heard the news, she broke down crying.	彼女はその知らせを聞いて泣き崩れた。	CC-BY 2.0 (France) Attribution: tatoeba.org #388688 (CK) & #92358 (bunbuku)
I thought that I'd never be happy again.	二度と幸せになんかなれないと思ってた。	CC-BY 2.0 (France) Attribution: tatoeba.org #7174419 (CK) & #4708855 (tommy_san)
I must've caught a cold.	風邪を引いたに違いない。	CC-BY 2.0 (France) Attribution: tatoeba.org #6681170 (CK) & #83946 (bunbuku)
I'm very happy.	めっちゃ幸せ。	CC-BY 2.0 (France) Attribution: tatoeba.org #255245 (CK) & #8813298 (small_snow)
The semester exams are finally over.	やっと期末試験が終わった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1445470 (CK) & #193072 (tommy__san)
Whose bag is this?	これはだれのバッグですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #55520 (CK) & #218581 (tommy__san)
You can visit me tomorrow.	明日会いに来てください。	CC-BY 2.0 (France) Attribution: tatoeba.org #323128 (CK) & #80589 (kmt)
I'd like a glass of wine.	ワインを一杯頂きたい。	CC-BY 2.0 (France) Attribution: tatoeba.org #3777934 (CK) & #192058 (bunbuku)
Come whenever you want.	来たければ、いつでもおいで。	CC-BY 2.0 (France) Attribution: tatoeba.org #508379 (blay_paul) & #8531383 (small_snow)
My grandfather died in the Second World War.	うちのじいちゃんは、第二次世界大戦で死んだんだよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2416112 (FeuDRenais) & #8662210 (bunbuku)
Tom can't write yet.	トムはまだ字が書けない。	CC-BY 2.0 (France) Attribution: tatoeba.org #2673627 (WestofEden) & #2670857 (tommy_san)
Tom couldn't stop talking about Mary.	トムはメアリーの話をやめることができなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #6860518 (Hybrid) & #8616108 (small_snow)
Are you sure you locked the door?	本当にドアに鍵かけた？	CC-BY 2.0 (France) Attribution: tatoeba.org #4016278 (CK) & #8815995 (bunbuku)
I'll be OK.	大丈夫です。	CC-BY 2.0 (France) Attribution: tatoeba.org #2247676 (CK) & #2304911 (bunbuku)
How's school?	どう、学校は？	CC-BY 2.0 (France) Attribution: tatoeba.org #1885868 (CK) & #4751206 (tommy_san)
You don't have to answer today.	返事今日じゃなくてもいいからね。	CC-BY 2.0 (France) Attribution: tatoeba.org #5264560 (Cithara) & #3137101 (tommy_san)
Those shoes go well with this white skirt.	この靴はこの白いスカートに良く合います。	CC-BY 2.0 (France) Attribution: tatoeba.org #388670 (CK) & #1159851 (bunbuku)
Tom is a car salesman.	トムは車の営業マンだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #5881827 (Hybrid) & #8599706 (small_snow)
Tom hasn't arrived yet.	トムはまだ来てません。	CC-BY 2.0 (France) Attribution: tatoeba.org #2261063 (CK) & #2701348 (tommy_san)
That's got nothing to do with it, right?	それあんま関係なくない？	CC-BY 2.0 (France) Attribution: tatoeba.org #7910865 (Graeme) & #3497306 (tommy__san)
That's really stupid.	それは本当にくだらないよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #249548 (CK) & #1270749 (bunbuku)
I'm hungry because I haven't had lunch.	昼食を取らなかったので、お腹がすいています。	CC-BY 2.0 (France) Attribution: tatoeba.org #1687503 (aka_aj) & #1160509 (bunbuku)
Cucumbers are related to watermelons.	キュウリはスイカの親戚だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1221425 (CK) & #225802 (tommy__san)
Do you, by any chance, think you will succeed?	ひょっとして君は自分が成功すると思っているのかね。	CC-BY 2.0 (France) Attribution: tatoeba.org #34617 (CM) & #197431 (bunbuku)
She has a cheerful disposition.	彼女の性格は明るい。	CC-BY 2.0 (France) Attribution: tatoeba.org #309482 (CM) & #94223 (bunbuku)
He has been in Japan for two years.	彼は２年間ずっと日本にいます。	CC-BY 2.0 (France) Attribution: tatoeba.org #288503 (CK) & #115168 (bunbuku)
Be careful not to fail.	落ちないように注意しなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #1345545 (CK) & #78536 (mookeee)
I didn't mean to eavesdrop, but I did overhear you.	立ち聞きする気はなかったが、ついあなたの話が聞こえてしまった。	CC-BY 2.0 (France) Attribution: tatoeba.org #325437 (CK) & #78280 (mookeee)
The exact temperature is 22.68 degrees Celsius.	正確な気温は摂氏２２．６８度です。	CC-BY 2.0 (France) Attribution: tatoeba.org #271593 (CK) & #142975 (tommy__san)
This is not our problem.	これは僕らの問題じゃない。	CC-BY 2.0 (France) Attribution: tatoeba.org #2663518 (CK) & #7492736 (Ninja)
Tom did study, but he didn't study very much.	トムは確かに勉強したが、そんなにやってはいなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1026462 (CK) & #1843289 (bunbuku)
I feel relieved.	ほっとしました。	CC-BY 2.0 (France) Attribution: tatoeba.org #28489 (CK) & #8847687 (small_snow)
Tom refused to follow Mary's advice.	トムはメアリーの助言に従うことを拒否した。	CC-BY 2.0 (France) Attribution: tatoeba.org #1849044 (CK) & #2269138 (tommy_san)
It's two o'clock in the morning.	今は夜中の２時だよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1113231 (CM) & #1113284 (mookeee)
Tom and I went to the same high school.	トムは高校時代の友人です。	CC-BY 2.0 (France) Attribution: tatoeba.org #2280778 (CK) & #2280800 (tommy_san)
I need to find a place to live.	住む場所を探す必要がある。	CC-BY 2.0 (France) Attribution: tatoeba.org #2387597 (CK) & #8400565 (Ninja)
Do you know how to make jam?	ジャムの作り方知ってる？	CC-BY 2.0 (France) Attribution: tatoeba.org #8647405 (AlanF_US) & #8647414 (small_snow)
He won't be easily discouraged, because he's a tough guy.	彼はタフだから少しのことではへこたれない。	CC-BY 2.0 (France) Attribution: tatoeba.org #291677 (Dejo) & #112001 (bunbuku)
Is it true that Tom can't drive?	トムは車の運転ができないって、本当？	CC-BY 2.0 (France) Attribution: tatoeba.org #2952991 (CK) & #8752771 (bunbuku)
Are you new here?	こちらは初めてですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #502232 (marauder016) & #224150 (bunbuku)
What a beautiful flower!	何と美しい花なのだろう。	CC-BY 2.0 (France) Attribution: tatoeba.org #36037 (CK) & #187739 (bunbuku)
Everybody had a good year.	みんないい年を過ごした。	CC-BY 2.0 (France) Attribution: tatoeba.org #32196 (CK) & #612267 (bunbuku)
I have a big house.	大きな家を一軒持っています。	CC-BY 2.0 (France) Attribution: tatoeba.org #2714833 (CK) & #2975995 (Fukuko)
Having lots of free time, I've decided to study French.	自由な時間がたくさんあるので、フランス語を学ぶことに決めた。	CC-BY 2.0 (France) Attribution: tatoeba.org #264854 (CM) & #149704 (bunbuku)
I advised him not to drive.	私は彼に運転しないように助言した。	CC-BY 2.0 (France) Attribution: tatoeba.org #260343 (CK) & #154200 (bunbuku)
It's a school holiday tomorrow, so I'm planning to go somewhere and have fun.	明日学校が休みなので遊びに行く予定です。	CC-BY 2.0 (France) Attribution: tatoeba.org #2701217 (CK) & #80316 (mookeee)
The weather is sure to be wet.	きっと雨になりますよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #63366 (CK) & #226026 (bunbuku)
I saw a stranger enter that house.	私は見知らぬ人がその家に入るのを見た。	CC-BY 2.0 (France) Attribution: tatoeba.org #257263 (CK) & #157270 (bunbuku)
They're both Canadians, aren't they?	二人ともカナダ人だよね。	CC-BY 2.0 (France) Attribution: tatoeba.org #8564850 (CK) & #8513243 (small_snow)
The yen is weaker than the dollar.	円はドルより安い。	CC-BY 2.0 (France) Attribution: tatoeba.org #25960 (CK) & #188813 (bunbuku)
Here's your pudding.	プリンをどうぞ。	CC-BY 2.0 (France) Attribution: tatoeba.org #34125 (CK) & #196946 (bunbuku)
Keep it quiet.	他言は無用だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #42143 (CK) & #3496813 (arnab)
He lives just around the corner.	彼はすぐそこに住んでいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #290460 (CK) & #1630417 (mookeee)
She writes me every week.	彼女は毎週私に手紙を書きます。	CC-BY 2.0 (France) Attribution: tatoeba.org #317063 (CK) & #86648 (small_snow)
How much are these shoes?	この靴はいくらですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #4052285 (CK) & #4052861 (small_snow)
Someone's knocking on the door.	誰かがドアをたたいている。	CC-BY 2.0 (France) Attribution: tatoeba.org #2095484 (CK) & #1067341 (bunbuku)
Some believe in God, but others do not.	神を信じる人もいれば、信じない人もいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #269673 (CM) & #144891 (tommy__san)
I'm hungry.	お腹が減った。	CC-BY 2.0 (France) Attribution: tatoeba.org #1839531 (CK) & #4268571 (admiral)
Please give me some water.	お水をください。	CC-BY 2.0 (France) Attribution: tatoeba.org #250149 (CK) & #227004 (bunbuku)
My older sister goes jogging every day.	姉は毎日ジョギングをしています。	CC-BY 2.0 (France) Attribution: tatoeba.org #786053 (hrin) & #3451765 (tommy_san)
You can stay as long as you like.	好きなだけいてください。	CC-BY 2.0 (France) Attribution: tatoeba.org #240658 (CK) & #1169651 (bunbuku)
No one has been able to reach the top of the mountain.	いままで誰もその山頂に到達できていない。	CC-BY 2.0 (France) Attribution: tatoeba.org #65885 (CK) & #228527 (bunbuku)
Can you gift-wrap this, please?	プレゼント用に包んでもらえますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #34093 (CK) & #196915 (bunbuku)
Tom failed.	トムは失敗した。	CC-BY 2.0 (France) Attribution: tatoeba.org #2111179 (CK) & #7490662 (Ninja)
I'm sorry, but could you move over a bit so I have room to sit?	恐れ入りますが席をちょっとお詰めください。	CC-BY 2.0 (France) Attribution: tatoeba.org #1421937 (CK) & #180412 (bunbuku)
I've had it for today. I'm too tired.	今日は、もうだるくてしょうがない。	CC-BY 2.0 (France) Attribution: tatoeba.org #242647 (CK) & #171828 (bunbuku)
She became happy.	彼女は幸せになった。	CC-BY 2.0 (France) Attribution: tatoeba.org #313588 (CK) & #2195323 (bunbuku)
Life is too short to worry about things like that.	人生は短いのだから、そんなことを悩んでいても仕方がない。	CC-BY 2.0 (France) Attribution: tatoeba.org #716324 (hanaYT) & #1158812 (bunbuku)
How many books can I take out at one time?	一度に何冊まで借りられますか？	CC-BY 2.0 (France) Attribution: tatoeba.org #27474 (CK) & #2869674 (tommy_san)
People living in town don't know the pleasures of country life.	都会に住んでいる人たちは、田舎暮らしの楽しみがわからない。	CC-BY 2.0 (France) Attribution: tatoeba.org #279429 (CK) & #1148437 (bunbuku)
I threw the ball to Tom.	トムにボールを投げた。	CC-BY 2.0 (France) Attribution: tatoeba.org #7547103 (CK) & #7530221 (Ninja)
Let me explain.	説明させてください。	CC-BY 2.0 (France) Attribution: tatoeba.org #1524758 (Spamster) & #1882978 (Unaden)
I have a dream.	私には夢がある。	CC-BY 2.0 (France) Attribution: tatoeba.org #1630 (al_ex_an_der) & #5035 (bunbuku)
Were you able to help Tom?	トムを助けることはできたの？	CC-BY 2.0 (France) Attribution: tatoeba.org #5938688 (CK) & #8728874 (small_snow)
For him it may be possible, but I'd never pass the test.	彼ならいざ知らず、私ではその試験には合格できっこない。	CC-BY 2.0 (France) Attribution: tatoeba.org #327918 (CM) & #75800 (mookeee)
What time shall we meet tomorrow?	明日何時に会おうか？	CC-BY 2.0 (France) Attribution: tatoeba.org #4316912 (orcrist) & #3983743 (tommy_san)
I started to think I had behaved foolishly.	愚かな行為をしたのかもしれないと思い始めた。	CC-BY 2.0 (France) Attribution: tatoeba.org #328138 (CM) & #75580 (bunbuku)
I have a cold sore on my lip.	唇にヘルペスができています。	CC-BY 2.0 (France) Attribution: tatoeba.org #268878 (CK) & #145684 (Blanka_Meduzo)
Last month he had his house painted white.	先月彼は家を白く塗ってもらった。	CC-BY 2.0 (France) Attribution: tatoeba.org #272698 (mookeee) & #141872 (mookeee)
Tom walks slowly.	トムは歩くのが遅い。	CC-BY 2.0 (France) Attribution: tatoeba.org #37199 (CK) & #2328281 (tommy_san)
I want to drink coffee.	コーヒーが飲みたいです。	CC-BY 2.0 (France) Attribution: tatoeba.org #2546803 (CK) & #872797 (thyc244)
Tom said he'd get home by 2:30.	２時半までには家に帰るって、トムが言ってたよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #6350412 (CK) & #8871828 (bunbuku)
The heavy snow made them put off their departure.	大雪のために、彼等は出発を延期した。	CC-BY 2.0 (France) Attribution: tatoeba.org #275806 (CK) & #137430 (bunbuku)
There are too many things to do!	やらなければならない事がありすぎる！	CC-BY 2.0 (France) Attribution: tatoeba.org #1674 (CK) & #5077 (bunbuku)
Cool down.	落ち着いて。	CC-BY 2.0 (France) Attribution: tatoeba.org #1860739 (CK) & #78528 (mookeee)
I'm no hero.	私は英雄などではない。	CC-BY 2.0 (France) Attribution: tatoeba.org #2248117 (CK) & #3507377 (arnab)
Tom lives on the third floor of this apartment building.	トムはこのアパートの三階に住んでいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #1024548 (CK) & #1173424 (bunbuku)
If you don't want to get married, you shouldn't get married.	結婚したくないなら、しない方がいい。	CC-BY 2.0 (France) Attribution: tatoeba.org #3594426 (CK) & #3594470 (e4zh1nmcz)
I gave him a ride in my car last night.	私は彼を昨夜車に乗せた。	CC-BY 2.0 (France) Attribution: tatoeba.org #260922 (CK) & #153622 (bunbuku)
There were three hundred cardboard boxes filled with old clothes ready to be sent to the disaster area.	いつでも被災地に送れるよう準備万端、古着が詰まったダンボール箱が300個あった。	CC-BY 2.0 (France) Attribution: tatoeba.org #2047765 (CK) & #3480764 (arnab)
I have a lot of homework.	宿題がたくさんある。	CC-BY 2.0 (France) Attribution: tatoeba.org #418848 (CK) & #147895 (bunbuku)
There is no reason why he should resign.	彼が辞職しなければならない理由はない。	CC-BY 2.0 (France) Attribution: tatoeba.org #283803 (CK) & #120206 (bunbuku)
I hear that she is a famous actress.	彼女は有名な女優だそうだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #388310 (CK) & #86410 (bunbuku)
Excuse me, can you lower your voice a little bit?	ごめん、ちょっとだけ声落としてくれない？	CC-BY 2.0 (France) Attribution: tatoeba.org #4144833 (CK) & #4138895 (tommy_san)
Because it started to rain, I couldn't use my camera.	雨が降り出したから、私はカメラを使えなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1955984 (maiyag) & #1955958 (bunbuku)
I really don't like Tom.	トムのことが本当に嫌いなの。	CC-BY 2.0 (France) Attribution: tatoeba.org #6232369 (CK) & #8649585 (small_snow)
Did you enjoy your winter holidays?	冬休みは楽しかったですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #279654 (CK) & #124340 (bunbuku)
In spring, the days become longer.	春には日が長くなる。	CC-BY 2.0 (France) Attribution: tatoeba.org #1826666 (woldemariam) & #3701181 (e4zh1nmcz)
When I take a deep breath, a pain runs down the right side of my back.	深く息を吸うと、背中の右側に痛みが走るんです。	CC-BY 2.0 (France) Attribution: tatoeba.org #1260111 (Scott) & #1256519 (bunbuku)
Who is that man?	あの男の人は誰ですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #67951 (CK) & #230607 (bunbuku)
Keep your eyes open.	用心しなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #323770 (CK) & #78855 (bunbuku)
Are you in trouble?	トラブってるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #1886334 (CK) & #8760374 (bunbuku)
That is an old castle.	あれは古いお城です。	CC-BY 2.0 (France) Attribution: tatoeba.org #67073 (CK) & #229712 (bunbuku)
Picasso painted this picture in 1950.	ピカソは1950年にこの絵を描いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #34824 (CK) & #8602072 (small_snow)
Time waits for no one.	歳月人を待たず。	CC-BY 2.0 (France) Attribution: tatoeba.org #1744302 (belgavox) & #3034398 (arnab)
Have you ever eaten Japanese food?	日本の食べ物を食べたことがありますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #326508 (CK) & #1168408 (bunbuku)
Where are your horses?	あなたの馬はどこ？	CC-BY 2.0 (France) Attribution: tatoeba.org #7453439 (CK) & #7459040 (Ninja)
Who did you meet there?	そこで誰に会ったのですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #51000 (CK) & #213712 (mookeee)
Have a little of this cake.	このケーキ、ちょっと食べてみて。	CC-BY 2.0 (France) Attribution: tatoeba.org #61160 (CK) & #1139005 (bunbuku)
We lost sight of them over half an hour ago.	我々は30分以上前に彼らを見失った。	CC-BY 2.0 (France) Attribution: tatoeba.org #548771 (darinmex) & #866819 (thyc244)
Which do you prefer, dogs or cats?	犬と猫どっちが好き？	CC-BY 2.0 (France) Attribution: tatoeba.org #4525583 (CK) & #3643242 (tommy_san)
I walked in the woods by myself.	私は一人で森を歩いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #256066 (CK) & #158463 (bunbuku)
How many friends do you have?	友だちは何人いるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #569276 (FeuDRenais) & #1140376 (mookeee)
I'm going to be late for work.	仕事に遅れそうだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1890985 (CK) & #2110070 (bunbuku)
Are you telling me to kill Tom?	トムを殺せって言うのか？	CC-BY 2.0 (France) Attribution: tatoeba.org #4717832 (CK) & #4716055 (anhgosho)
Tom saw John and Mary holding hands.	トムはジョンとメアリーが手をつないでいるのを目撃した。	CC-BY 2.0 (France) Attribution: tatoeba.org #1514528 (CK) & #2315896 (tommy_san)
I am not quite sure if we can meet your requirements.	ご期待に添えるかどうか確かなことは言えません。	CC-BY 2.0 (France) Attribution: tatoeba.org #54492 (CK) & #1699527 (mookeee)
I asked my son what he really wanted.	息子に何がほんとに欲しいのか聞いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #274395 (CK) & #140157 (mookeee)
I have a dictionary.	私は辞書を持っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #321846 (CK) & #630350 (arihato)
We are staying at our uncle's.	僕たちは叔父の家に泊まっています。	CC-BY 2.0 (France) Attribution: tatoeba.org #321385 (CK) & #82330 (bunbuku)
The decision was put off.	決定は延期された。	CC-BY 2.0 (France) Attribution: tatoeba.org #238568 (CK) & #175897 (bunbuku)
I had to walk because there were no taxis.	タクシーがいなかったので歩かなければいけなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1450708 (CK) & #2518566 (bunbuku)
Can I park my car here?	ここに車をとめてもよろしいですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #528542 (wma) & #224421 (bunbuku)
He is a scientist.	彼は科学者です。	CC-BY 2.0 (France) Attribution: tatoeba.org #294473 (CK) & #109217 (bunbuku)
Everybody knows that he likes her and vice versa.	彼は彼女が好きで、彼女も彼が好きだということは、皆が知っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #276551 (CK) & #1222743 (bunbuku)
The rest is left to you!	後は任せた！	CC-BY 2.0 (France) Attribution: tatoeba.org #240154 (CK) & #174315 (small_snow)
Tom ran up the stairs.	トムは駆け足で階段を上っていった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1164283 (CK) & #2774229 (tommy_san)
Happy New Year!	明けましておめでとう。	CC-BY 2.0 (France) Attribution: tatoeba.org #361350 (blay_paul) & #80729 (tommy__san)
He is always laughing.	いつも彼は笑っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #66062 (Scott) & #228704 (bunbuku)
You must find work.	仕事を見つけないと。	CC-BY 2.0 (France) Attribution: tatoeba.org #1901626 (Spamster) & #8504254 (kamojun)
She got a piece of bread stuck in her throat.	彼女はパンを喉に詰まらせた。	CC-BY 2.0 (France) Attribution: tatoeba.org #312017 (CK) & #91695 (bunbuku)
He put the book on the shelf.	彼はその本を棚の上に置きました。	CC-BY 2.0 (France) Attribution: tatoeba.org #1396455 (CK) & #409243 (qahwa)
Tom isn't there, is he?	トムはそこにいないんだよね？	CC-BY 2.0 (France) Attribution: tatoeba.org #6356380 (CK) & #8606621 (bunbuku)
Please be polite.	礼儀正しくしてください。	CC-BY 2.0 (France) Attribution: tatoeba.org #476852 (CK) & #704721 (arihato)
I can no longer stand the cold.	この寒さにはもう耐えられない。	CC-BY 2.0 (France) Attribution: tatoeba.org #59916 (CK) & #222586 (tommy__san)
I thought so, too.	私も同じこと考えてた。	CC-BY 2.0 (France) Attribution: tatoeba.org #3735291 (CK) & #2835421 (tommy_san)
She gathered the pieces of the broken dish.	彼女は割れた皿の破片を集めた。	CC-BY 2.0 (France) Attribution: tatoeba.org #313035 (CK) & #90677 (tommy__san)
He is a naughty boy.	彼はいたずらっ子だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #370632 (saeb) & #594331 (bunbuku)
This book goes on the top shelf.	この本は一番上の棚です。	CC-BY 2.0 (France) Attribution: tatoeba.org #56958 (CK) & #219674 (mookeee)
I'm dating my sister's boyfriend's sister.	俺、姉貴のボーイフレンドの妹と付き合ってるんだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #8814940 (CK) & #8814943 (small_snow)
You should never look down on a person merely because he is poor.	ただ貧しいからというだけで、人を軽蔑してはいけない。	CC-BY 2.0 (France) Attribution: tatoeba.org #40846 (CK) & #203608 (arnab)
Tom is playing with his toys.	トムはおもちゃで遊んでいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #1548192 (Spamster) & #2690798 (tommy_san)
His object is to pass the test.	彼の目的はそのテストに合格することです。	CC-BY 2.0 (France) Attribution: tatoeba.org #287691 (Masa) & #374701 (mookeee)
Do you know what time it is in Boston?	今ボストンでは何時かご存知ですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #2882529 (CK) & #3477196 (arnab)
I've never seen him in jeans.	彼がジーンズをはいているのを見たことがない。	CC-BY 2.0 (France) Attribution: tatoeba.org #388710 (CK) & #95679 (bunbuku)
Tom wants to move.	トムは引っ越したいんだよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #8844983 (CK) & #8845031 (small_snow)
